486;Completed the It’s Time…! quest
487;Got the Danger Spud at the Explorers' Association area
488;Got the Lore Book at Monsieur Scarlet’s place
489;Got the Lore Book in the locked room at Defiant Root
490;Got the Dark Cherries in the locked room at Defiant Root
491;Hit the tree in the map before Tidal Wyrm at Stream Mountain
492;The water crystal switch on the way to the Tidal Wyrm at Stream Mountain is activated
493;UNKNOWN
494;Got the Crystal Fang by beating the Devourer
495;Talked to Team Slacker about the Tidal Wyrm at Lost Sands for the first time
496;Got the Coal Crystal by beating Tidal Wyrm
497;Beat Cenn & Pisci after taking the Explorer Check! quest at Ant Kingdom City commercial area
498;Completed the Explorer Check! quest
499;Got the Lore Book at the fake Ant Village at Forsaken Lands
500;Talked to Team Slacker about the Devourer for the first time at Golden Settlement
501;Talked to Team Slacker about the Peacock Spider for the first time at Metal Island
502;Got the Crystal Feather after beating the Peacock Spider
503;Beaten battle 10 of the Cave of Trials for the first time
504;Beaten battle 20 of the Cave of Trials for the first time
505;Beaten battle 30 of the Cave of Trials for the first time and got the Defense Exchange medal
506;Beaten battle 40 of the Cave of Trials for the first time and got the TP Saver medal
507;Got the Tangy Berry at the Cave of Trials
508;Got the Dark Cherries at the Cave of Trials
509;Beat Riz (after all the cutscenes)
510;Took the Sweets from Outside! quest by Rizza at the Fishing Village
511;Completed the Sweets from Outside! quest
512;Talked to Mun for the first time after taking the Help Me Get it Back! quest
513;Beat the bandits that took Mun’s mask after taking the Help Me Get it Back! quest
514;Completed the Help Me Get it Back! quest
515;Talked to the child at the Colosseum entrance for the first time at Termite Capitol
516;Talked to the child at the Colosseum entrance for the first time after winning the Colosseum at Termite Capitol
517;Placed the Peculiar Gem in its receptacle at Snakemouth Den
518;Hit the switch to open the door in the first room of Upper Snakemouth
519;Solved the switches puzzle at Upper Snakemouth
520;Got the Medium Gear in the room with the switch puzzle at Upper Snakemouth
521;Got the Small Gear in the room with 4 pressure plates at Upper Snakemouth
522;Got the Extra Freeze medal at Upper Snakemouth
523;Got the Lab Card in the room located south from the main room at Upper Snakemouth
524;Opened the northeast door from the main room in Upper Snakemouth
525;Opened the northwest door from the main room in Upper Snakemouth
526;Got the Lab Card in the room located southwest from the main room at Upper Snakemouth
527;Got the Big Gear in the room located northwest from the main room at Upper Snakemouth
528;Placed all gears and opened the door in the room located west from the main room at Upper Snakemouth
529;Placed the Medium Gear in the room located west from the main room at Upper Snakemouth
530;Placed the Small Gear in the room located west from the main room at Upper Snakemouth
531;Placed the Big Gear in the room located west from the main room at Upper Snakemouth
532;Beat Zommoth at Upper Snakemouth (during the cutscenes)
533;Met Leif’s family at their house in Ant Kingdom City residential area (after the first cutscene of meeting them)
534;Got the Super Block+ medal at Golden Path
535;Chapter 6, gray levers at Rubber Prison engaged (this is a toggle)
536;Chapter 6, got the Prison Key in the spike floor room of the first floor at Rubber Prison
537;Chapter 6, unlocked the door in the spike floor room of the first floor at Rubber Prison
538;Chapter 6, opened the door by presenting the Explorer Permit in the west room of the first floor at Rubber Prison
539;Chapter 6, opened the door to the cafeteria at the Rubber Prison
540;Chapter 6, hit the east wooden lever in the room with the save point on the second floor at Rubber Prison
541;Chapter 6, hit the lever for a shortcut to the third floor on the second floor of Rubber Prison
542;Chapter 6, unlocked the door in the cells room on the second floor of Rubber Prison
543;Taking the Find The Ingredients! quest from The Wizard
544;Completed the Find The Ingredients! quest from The Wizard
545;Chapter 6, got the Prison Key in the cell on the second floor of Rubber Prison
546;Examined the Wizard Tower from the front for the first time at the Far Grasslands
547;Got the Burly Tea in the Wizard Tower at the Far Grasslands
548;Chapter 6, got the blue History Book at the Rubber Prison
549;Chapter 6, hit the lever in the cafeteria to stop the rolling rocks at the Rubber Prison (this is a toggle)
550;Chapter 6, changed the position of the cafeteria tables at the Rubber Prison (this is a toggle)
551;Chapter 6, got the Prison Key on the third floor of Rubber Prison
552;Chapter 6, turned on the backup power at the Rubber Prison
553;Chapter 6, toggles between true and false a bunch of time when turning on the computer at the Rubber Prison
554;Chapter 6, solved the history books puzzle at the Rubber Prison
555;Chapter 7, the Everlasting Sapling’s container is opened (set during the cutscene of it opening, set to false once the fight is done after the fade out)~Chapter 7, also used when arrived at Ant Kingdom City after beating Everlasting King~This is the post game flag 
556;Took the Want to Relive Memories… quest
557;Talked to The Mayor after taking the Want to Relive Memories… quest
558;Brought The Mayor to Whacka Farms after taking the Want to Relive Memories… quest
559;Completed the Want to Relive Memories… quest
560;Unlocked the door at Defiant Root
561;Chapter 6, got the Wooden Crank at the Rubber Prison
562;Beat Carmina at Metal island (after all the cutscenes)
563;Chapter 6, got the green History Book at the Rubber Prison
564;Chapter 6, got the yellow History Book at the Rubber Prison
565;Chapter 6, placed the Wooden Crank at the Rubber Prison
566;Chapter 6, hit the lever for the shortcut platform on the first floor of Rubber Prison
567;Chapter 6, opened the final door which is a shortcut to the first floor of Rubber Prison
568;Start of Chapter 7
569;Chapter 7, talked to Venus for the first time at Giant’s Lair
570;Took the It’s Too Hot! quest
571;Talked to Eremi for the first time after taking the It’s Too Hot! quest
572;Got the Leaf Umbrella from Madeleine
573;Completed the It’s Too Hot! quest by giving a Magic Ice or a Shell Ointment 
574;Gave the Leaf Umbrella to Eremi at Defiant Root after taking (or completing) the It’s Too Hot! quest
575;Got the Heal Plus medal at the Fishing Village by talking to the Stickbug
576;Took the In Search of Something quest from Elom at the west cave at the Bugaria Outskirts
577;Talked to Tekci at the top of Golden Hills after taking the In Search of Something quest
578;Completed the In Search of Something quest
579;Talked to Librem in the Ant Palace library for the first time
580;Talked to Diana at the break room of the Ant Mines for the first time
581;Talked to Patton for the first time in post game at Forsaken Lands (right when the cutscene starts)
582;Chapter 6, got the red History Book at the Rubber Prison
583;Chapter 6, broke the bridge on the second floor of Rubber Prison
584;Chapter 6, beat ULTIMAX Tank (after the cutscene)
585;Got spotted by an eye at Giant’s Lair for the first time
586;Chapter 7, arrived at the Roach Village for the first time at Giant’s Lair (after all the cutscenes)
587;Bought all medals at the shop at Ant Kingdom City commercial area
588;Bought all of Shades’s medals
589;UNKNOWN
590;Bought the Venom Ribbon at the Termacade
591;Bought the Shocking Ribbon at the Termacade
592;Bought the Drowsy Ribbon at the Termacade
593;Chapter 7, beat the Dead Landers trio near the refrigerator at Giant’s Lair
594;Chapter 7, approached the refrigerator for the first time at Giant’s Lair (as soon as the cutscene starts, set to false after the fight)~Chapter 7, also used similarly with the fire constructs
595;Chapter 7, convinced the roach elder to destroy the Everlasting Sapling at Giant’s Lair
596;UNKNOWN checked in UpdateArea
597;UNKNONW used in UpdateArea
598;Talked to Kenny at Golden Settlement
599;Talked to Kenny at Bee Kingdom Hive residential area
600;Talked to Kenny at Defiant Root
601;Talked to Kenny at Ant Kingdom City commercial area
602;Talked to Kenny at Termite Capitol
603;Got the Lore Book by Kenny after talking to him at the end of his travel at Golden Settlement
604;Got the Lore Book in the room above the inn at Defiant Root
605;Completed the Lost Books quest
606;Chapter 6, after the second round of the Colosseum (during the Primal Weevil’s appearance)
607;Took the Confidential quest
608;Talked to Maki after taking the Confidential quest
609;Completed the Confidential quest
610;Beaten Maki’s team for the first time
611;Got the Status Mirror medal at Giant’s Lair
612;Completed all bounties
613;RUIGEE code active
614;HARDEST code active
615;FRAMEONE code active
616;PUSHROCK code active
617;Took the Awful’s Beauty quest
618;Talked to Reeves for the first time after taking the Awful’s Beauty quest
619;Completed the Awful’s Beauty quest
620;Got the Bad Book in the Wizard Tower at Far Grasslands
621;Got the Bad Book on the roof of Leif’s family’s house at Ant Kingdom city residential area
622;Got the Bad Book in Madame Jaune’s room at Bee Kingdom Hive
623;Got the Mechanical Claw at Far Grasslands
624;Took the Can’t Sleep…! quest
625;Talked to Tarar after taking the Can’t Sleep…! quest
626;Gave the Drowsy Cake to Tarar after taking the Can’t Sleep…! quest
627;Gave the Shock Candy to Tarar, completing the Can’t Sleep…! quest
628;Talked to Maki for the first time after completing the Confidential quest
629;Got introduced to RUIGEE by Eetl for the first time
630;Reached a balance of 500 or above at the Bugaria Bank for the first time
631;Got the Dry Bread at Rubber Prison
632;Got the Dark Cherries at the map located south of the Wasp Kingdom Hive entrance at Far Grasslands
633;UNKNOWN
634;Took the My Mecha Claw! quest
635;Talked to Engira for the first time after taking the My Mecha Claw! quest
636;Completed the Mecha Claw! quest
637;Took the They Took Her…! quest
638;Talked to Bumble after taking the They Took Her…! quest at Metal Island
639;Talked to Bumble after taking the They Took Her…! quest at the Far Grasslands entrance
640;Completed the They Took Her…! quest
641;Got the Cold Salad at Ancient Castle
642;Got the Dark Cherries at the Explorers' Association area
643;Talked to Jayde for the first time in post game at the Wasp Kingdom Hive
644;Talked to Queen Vanessa II for the first time in post game at the Wasp Kingdom Hive
645;Examined the spot where The Beast was beaten for the first time in post game (when the cutscene starts)
646;Talked to the Spy Cards tournament organizer for the first time at Metal Island
647;Won the Spy Cards tournament for the first time, set when all cutscenes are done
648;Won the Spy Cards tournament for the first time, set when the final match is won
649;Gave a berry to the homeless person at Termite Capitol
650;Talked to Neolith after the start of Chapter 5
651;Got the mushroom in the first room of Snakemouth Den
652;It is now possible to quick travel to Snakemouth Den from the mines
653;UNKNOWN
654;Examined the steering wheel statue at the Outskirt Piers
655;Examined the view of the Colosseum for the first time at Termite Capitol
656;MOREFARM code active
657;Chapter 5, exited the west room with the Wasp Key at the Wasp Kingdom
658;Bought all the songs from Samira
659;Chapter 6, Incorrectly placed the books on the bookshelf for the first time in the library room at Rubber Prison
660;Chapter 3, after the cutscene of Vi telling to get ready before entering the Honey Factory at its entrance
661;UNKNOWN used in event 215
662;Talked to the cricket at Golden Hills for the first time
663;Chapter 2, came back to the entrance of Golden Hills after getting the Big Crank
664;Chapter 7, approached the oven for the first time at Giant’s Lair (as soon as the cutscene starts, set to false after beating the Everlasting King)~Chapter 7, also used when arrived at Ant Kingdom City after beating Everlasting King
665;Chapter 7, destroyed breakable rocks above the wind blower in the oven room at Giant’s Lair
666;Chapter 7, turned the dial on the right stove at Giant’s Lair
667;Chapter 7, turned the right dial on the left stove at Giant’s Lair
668;Chapter 7, turned the left dial on the left stove at Giant’s Lair
669;UNKNOWN
670;Chapter 7, turned all the dials in the oven room at Giant’s Lair (after all the cutscenes)
671;Completed all quests
672;Talked to Venus in post game for the first time at Golden Hills
673;Completed the Cave of Trials for the first time
674;Dug Cerise out of the dig spot in her cell at Bandit Hideout
675;Went to the pink spider map by talking to the termite at Termite Capitol for the first time
676;Talked to Patton about his services for the first time at the Forsaken Lands
677;Got the Squash on the map located west of the Forsaken Lands entrance by cutting a bush located on the leftmost part of the map
678;Got the Squash on the map located west of the Forsaken Lands entrance by cutting the bush near the dead tree
679;Took the mistake in the tent at the map with the Explorer Association
680;Talked to the termite working in the security room for the first time at Rubber Prison
681;MYSTERY? code active
682;Talked to Cerise for the first time at Bandit Hideout
683;Got the Spicy Berry at the entrance of Snakemouth Den at the Bugaria Outskirts
684;Talked to Tanjerin & Cerise when they are together at Golden Settlement
685;Got 30+ points at Whack-A-Worm at the Whacka Farms for the first time
686;Got the Burly Tea in Madeleine’s house to the right of the Explorers' Association
687;Talked to Queen Elizant II for the first time in post game at the throne room of the Ant Palace
688;Got the Berry Juice on the roof of Morthy’s stand at Defiant Root
689;Hit the tree at the Chomper Caves
690;Hit the tree leading west at the map directly north of Golden Settlement at Lost Sands
691;New game started
692;Got the trophy at the house for B.O.S.S. Mini Boss rush mode
693;Got the trophy at the house for B.O.S.S. Boss rush mode EX
694;File is a 1.1.x save
695;Talked to the food blogger for the first time at Metal Island
696;MYSTERY? started on 1.1.x
697;Talked to the secret tunnel ant for the first time
698;Talked to the Ant Guard that offers an escort to Lost Sands at Defiant Root
699;After getting Kabbu's overworld dash at Defiant Root
700;Took the Loose ends quest
701;Talked to Rebecca after taking the Loose Ends quest at the Ant Palace
702;Took the A New Hope quest
703;Talked to Roy after taking the A New Hope quest at Wasp Kingdom Hive
704;Won aginst the Dead Landers trio after taking the A New Hope quest (after the fade in when his plants are planted)
705;Took the Getting Bored quest
706;Talked to Team Slacker for the first time after taking the Getting Bored quest at the Underground Bar
707;Completed the Getting Bored quest
708;UNKNOWN
709;Completed the Loose Ends quest (when the prompt to come back to the Ant Kingdom appears)
710;UNUSED
711;UNUSED
712;UNUSED
713;UNUSED
714;UNUSED
715;UNUSED
716;UNUSED
717;UNUSED
718;UNUSED
719;UNUSED
720;UNUSED
721;UNUSED
722;UNUSED
723;UNUSED
724;UNUSED
725;UNUSED
726;UNUSED
727;UNUSED
728;UNUSED
729;UNUSED
730;UNUSED
731;UNUSED
732;UNUSED
733;UNUSED
734;UNUSED
735;UNUSED
736;UNUSED
737;UNUSED
738;UNUSED
739;UNUSED
740;UNUSED
741;UNUSED
742;UNUSED
743;UNUSED
744;UNUSED
745;UNUSED
746;UNUSED
747;UNUSED
748;UNUSED
749;UNUSED
